order_line_id,order_id,user_id,user_created_date,order_date,local_currency,global_currency,revenue_local_currency,revenue_global_currency
1607808209,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.391 +0000,GBP,USD,8.05666667,8.05666667
1607808216,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.406 +0000,GBP,USD,7.94333333,7.94333333
1607808237,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.415 +0000,GBP,USD,0.00333333,0.00333333
1607808230,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.421 +0000,GBP,USD,3.14666667,3.14666667
1607808209,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.427 +0000,GBP,USD,8.05666667,8.05666667
1607808167,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.445 +0000,GBP,USD,28.83333333,28.83333333
1607824022,2947834,1329704,2021-09-01 07:00:32.825 +0000,2021-09-01 07:04:19.807 +0000,GBP,USD,18.66666667,18.66666667
1607824015,2947834,1329704,2021-09-01 07:00:32.825 +0000,2021-09-01 07:04:19.812 +0000,GBP,USD,21.56666667,21.56666667
1607824043,2947834,1329704,2021-09-01 07:00:32.825 +0000,2021-09-01 07:04:19.947 +0000,GBP,USD,1.57333333,1.57333333
1608459188,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.819 +0000,GBP,USD,4.72333333,4.72333333
1607870369,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.835 +0000,GBP,USD,1.57333333,1.57333333
1607870313,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.843 +0000,GBP,USD,5.59333333,5.59333333
1607870292,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.843 +0000,GBP,USD,9.21666667,9.21666667
1607870362,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.863 +0000,GBP,USD,-13.06666667,-13.06666667
1607870243,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.870 +0000,GBP,USD,3.91333333,3.91333333
1607870208,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.870 +0000,GBP,USD,5.68000000,5.68000000
1608459174,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.914 +0000,GBP,USD,12.26000000,12.26000000
1607766545,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.025 +0000,GBP,USD,-13.06666667,-13.06666667
1607746840,2947678,1329682,2021-09-01 04:08:08.739 +0000,2021-09-01 05:13:54.801 +0000,GBP,USD,6.46333333,6.46333333
1607746959,2947678,1329682,2021-09-01 04:08:08.739 +0000,2021-09-01 05:13:55.096 +0000,GBP,USD,0.00000000,0.00000000
1607757732,2947700,1329688,2021-09-01 05:27:42.950 +0000,2021-09-01 05:32:25.305 +0000,GBP,USD,14.34666667,14.34666667
1607757697,2947700,1329688,2021-09-01 05:27:42.950 +0000,2021-09-01 05:32:25.468 +0000,GBP,USD,7.79666667,7.79666667
1607766440,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.008 +0000,GBP,USD,7.13333333,7.13333333
1607766412,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.008 +0000,GBP,USD,9.07333333,9.07333333
1607766363,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.061 +0000,GBP,USD,9.36333333,9.36333333
1607766433,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.067 +0000,GBP,USD,17.39333333,17.39333333
1607766517,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.078 +0000,GBP,USD,13.22000000,13.22000000
1607766524,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.078 +0000,GBP,USD,15.16000000,15.16000000
1607766426,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.104 +0000,GBP,USD,17.39333333,17.39333333
1607808223,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.406 +0000,GBP,USD,26.40000000,26.40000000
1607808069,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.415 +0000,GBP,USD,12.32000000,12.32000000
1607808069,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.427 +0000,GBP,USD,12.32000000,12.32000000
1607808181,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.427 +0000,GBP,USD,9.50666667,9.50666667
1607808132,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.451 +0000,GBP,USD,4.00000000,4.00000000
1607808083,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.462 +0000,GBP,USD,6.90000000,6.90000000
1607870222,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.804 +0000,GBP,USD,5.68000000,5.68000000
1608459188,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.843 +0000,GBP,USD,4.72333333,4.72333333
1607870236,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.863 +0000,GBP,USD,6.78333333,6.78333333
1607870243,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.914 +0000,GBP,USD,3.91333333,3.91333333
1607766370,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.003 +0000,GBP,USD,7.65000000,7.65000000
1607766496,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.025 +0000,GBP,USD,7.76666667,7.76666667
1607870348,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.843 +0000,GBP,USD,-1.13666667,-1.13666667
1607870369,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.920 +0000,GBP,USD,1.57333333,1.57333333
1607870306,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.937 +0000,GBP,USD,5.45000000,5.45000000
1607870348,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:54.069 +0000,GBP,USD,-1.13666667,-1.13666667
1607870334,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:54.096 +0000,GBP,USD,-1.55333333,-1.55333333
1608459195,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:54.114 +0000,GBP,USD,1.57333333,1.57333333
1608459139,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:54.144 +0000,GBP,USD,19.79666667,19.79666667
1608063919,2947938,1329714,2021-09-01 07:47:48.048 +0000,2021-09-01 08:07:35.075 +0000,GBP,USD,7.91333333,7.91333333
1607873946,2947938,1329714,2021-09-01 07:47:48.048 +0000,2021-09-01 08:07:35.084 +0000,GBP,USD,23.85666667,23.85666667
1607873897,2947938,1329714,2021-09-01 07:47:48.048 +0000,2021-09-01 08:07:35.093 +0000,GBP,USD,46.34666667,46.34666667
1607873981,2947938,1329714,2021-09-01 07:47:48.048 +0000,2021-09-01 08:07:35.143 +0000,GBP,USD,10.70000000,10.70000000
1607873904,2947938,1329714,2021-09-01 07:47:48.048 +0000,2021-09-01 08:07:35.161 +0000,GBP,USD,13.33333333,13.33333333
1607873946,2947938,1329714,2021-09-01 07:47:48.048 +0000,2021-09-01 08:07:35.179 +0000,GBP,USD,23.85666667,23.85666667
1607874051,2947938,1329714,2021-09-01 07:47:48.048 +0000,2021-09-01 08:07:35.200 +0000,GBP,USD,0.00333333,0.00333333
1607873960,2947938,1329714,2021-09-01 07:47:48.048 +0000,2021-09-01 08:07:35.210 +0000,GBP,USD,28.58000000,28.58000000
1607873904,2947938,1329714,2021-09-01 07:47:48.048 +0000,2021-09-01 08:07:35.210 +0000,GBP,USD,13.33333333,13.33333333
1607746889,2947678,1329682,2021-09-01 04:08:08.739 +0000,2021-09-01 05:13:55.096 +0000,GBP,USD,10.84000000,10.84000000
1607757725,2947700,1329688,2021-09-01 05:27:42.950 +0000,2021-09-01 05:32:25.278 +0000,GBP,USD,7.54666667,7.54666667
1607757676,2947700,1329688,2021-09-01 05:27:42.950 +0000,2021-09-01 05:32:25.358 +0000,GBP,USD,3.56666667,3.56666667
1607757739,2947700,1329688,2021-09-01 05:27:42.950 +0000,2021-09-01 05:32:25.449 +0000,GBP,USD,39.17333333,39.17333333
1607766482,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:39.979 +0000,GBP,USD,10.81000000,10.81000000
1607766412,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:39.991 +0000,GBP,USD,9.07333333,9.07333333
1607766349,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:39.997 +0000,GBP,USD,24.43333333,24.43333333
1607766559,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.014 +0000,GBP,USD,-28.80000000,-28.80000000
1607766356,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.025 +0000,GBP,USD,4.87000000,4.87000000
1607766552,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.025 +0000,GBP,USD,1.57333333,1.57333333
1607766377,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.037 +0000,GBP,USD,2.72333333,2.72333333
1607766566,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.050 +0000,GBP,USD,-0.17000000,-0.17000000
1607766391,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.050 +0000,GBP,USD,9.04333333,9.04333333
1607766454,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.072 +0000,GBP,USD,8.66666667,8.66666667
1607766566,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.084 +0000,GBP,USD,-0.17000000,-0.17000000
1607766531,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.098 +0000,GBP,USD,2.55000000,2.55000000
1607766454,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.098 +0000,GBP,USD,8.66666667,8.66666667
1607766419,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.098 +0000,GBP,USD,18.17333333,18.17333333
1607766496,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.119 +0000,GBP,USD,7.76666667,7.76666667
1607766559,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.126 +0000,GBP,USD,-28.80000000,-28.80000000
1607766419,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.126 +0000,GBP,USD,18.17333333,18.17333333
1607766566,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.141 +0000,GBP,USD,-0.17000000,-0.17000000
1607766531,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.229 +0000,GBP,USD,2.55000000,2.55000000
1607766510,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.243 +0000,GBP,USD,13.97000000,13.97000000
1607766454,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.243 +0000,GBP,USD,8.66666667,8.66666667
1607766545,2947719,1329690,2021-09-01 05:39:48.916 +0000,2021-09-01 05:49:40.488 +0000,GBP,USD,-13.06666667,-13.06666667
1607779915,2947747,1329696,2021-09-01 06:06:49.120 +0000,2021-09-01 06:08:48.670 +0000,GBP,USD,13.06666667,13.06666667
1607808097,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.315 +0000,GBP,USD,5.30333333,5.30333333
1607808160,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.329 +0000,GBP,USD,8.00000000,8.00000000
1607808174,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.337 +0000,GBP,USD,5.00000000,5.00000000
1607808111,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.345 +0000,GBP,USD,8.49333333,8.49333333
1607808188,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.345 +0000,GBP,USD,8.32000000,8.32000000
1607808097,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.384 +0000,GBP,USD,5.30333333,5.30333333
1607808202,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.415 +0000,GBP,USD,13.01333333,13.01333333
1607808188,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.415 +0000,GBP,USD,8.32000000,8.32000000
1607808097,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.415 +0000,GBP,USD,5.30333333,5.30333333
1607808209,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.421 +0000,GBP,USD,8.05666667,8.05666667
1608066922,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.421 +0000,GBP,USD,17.36333333,17.36333333
1607808167,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.427 +0000,GBP,USD,28.83333333,28.83333333
1607808104,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.427 +0000,GBP,USD,8.63666667,8.63666667
1607808076,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.451 +0000,GBP,USD,12.26000000,12.26000000
1607808230,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.451 +0000,GBP,USD,3.14666667,3.14666667
1607808209,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.456 +0000,GBP,USD,8.05666667,8.05666667
1607808209,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.546 +0000,GBP,USD,8.05666667,8.05666667
1607808237,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.546 +0000,GBP,USD,0.00333333,0.00333333
1607808216,2947803,1329698,2021-09-01 06:18:55.050 +0000,2021-09-01 06:48:54.565 +0000,GBP,USD,7.94333333,7.94333333
1608459139,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.804 +0000,GBP,USD,19.79666667,19.79666667
1608459160,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.804 +0000,GBP,USD,3.59333333,3.59333333
1608459146,2947931,1329716,2021-09-01 07:50:22.682 +0000,2021-09-01 08:01:53.812 +0000,GBP,USD,4.92666667,4.92666667
